dsample,RMSE_LOO,MAE_LOO,R2_LOO,RMSE_surf,MAE_surf,R2_surf,RMSE_bLOO_out,MAE_bLOO_out,R2_bLOO_out,RMSE_bLOO_res,MAE_bLOO_res,R2_bLOO_res,RMSE_NDM_out,MAE_NDM_out,R2_NDM_out,RMSE_NDM_res,MAE_NDM_res,R2_NDM_res,outrange,resrange
wregular,0.09056494637632138,0.06821507690842485,0.8930011223876075,0.08615534105992781,0.0669583540534083,0.8829220909916853,0.15582730204662787,0.12582990279819717,0.5789154324127599,0.10985227750253496,0.08539266438605454,0.8211611148763857,0.09070682540695287,0.06826173280811151,0.8919922003948197,0.08855423261401726,0.06592791101937719,0.8970763095675293,196595.05390573945,93083.24048637791
random,0.0890207119372484,0.06730045332996484,0.8976357670358086,0.09018619213901928,0.06787625220394639,0.8570621760841848,0.18060069563654402,0.14473191637876756,0.4830900688033195,0.12815718589613925,0.10401276714841524,0.7726356566803699,0.08680967033483986,0.06872789656814342,0.9020166925476351,0.09175870526140376,0.07187474768125453,0.8886988015143263,203152.0983534654,112573.979539538
wclust,0.08817027803160853,0.05801741258685478,0.8742744051383422,0.1052714693548048,0.08019418065598231,0.84286481959206,0.14739229814135524,0.11328643859556567,0.6003975757164636,0.12166643758940071,0.08946950533909721,0.7324563431635641,0.10598975536823081,0.06974978485223836,0.8042816637544467,0.10185633119991684,0.06686117883372432,0.8213568817639545,177715.6227475359,77278.76260991306
sclust,0.07754957398358499,0.05552928226915014,0.9123454243028912,0.15099174766943163,0.11368604114912338,0.669209909835247,0.1633625431423139,0.13318166700292225,0.5438977535192433,0.11624972091424901,0.09382877059049613,0.7977676022337963,0.11800691904000467,0.09202796296861993,0.7814822029221749,0.09885372756382294,0.07718010559345462,0.8599425045439145,122277.92695655681,54111.51821138281
sregular,0.09952382322876442,0.07713401214687192,0.8326440720476876,0.08708336295776187,0.06650841427622052,0.9006319726220624,0.18974694009193732,0.1559730226539177,0.25570136845989266,0.14726936023493195,0.1180516981153185,0.5762142693491283,0.10027570849792285,0.07735557176395744,0.832673927413473,0.10120020871268748,0.07851498600672042,0.8298838511531106,243712.19823635314,130232.87057409078
wregular,0.08653104917602057,0.06480942837730003,0.8447867843909654,0.09823380961298296,0.07634322864086902,0.8596035107961179,0.1526514451789222,0.12383117130179332,0.4546819039637404,0.10915921516930378,0.08959768852521591,0.7592542595852785,0.09085668238111629,0.07021634554462719,0.8206311959674795,0.09040218033677837,0.06911989566064095,0.8248320986516042,192683.47356967998,91583.28839150336
random,0.10771039034453517,0.08098401303210759,0.7495396260943413,0.10440220050601955,0.07847164204745044,0.8687249326948404,0.16353155104330885,0.13648377931779562,0.3491350996796869,0.11891493268649973,0.08806001768540125,0.6829142330197661,0.10762698176317322,0.08153480773643125,0.7475521437463168,0.10619559822224375,0.08084601036940235,0.7563573462636496,198087.49974956934,40332.71740821025
wclust,0.0863598666110933,0.062412036434557124,0.8452427021478599,0.11185172573670657,0.07899987966605385,0.8115982612709678,0.21019996746808828,0.16803762595716243,0.11577001190569702,0.16183263889352986,0.12149022638715183,0.39856389081740456,0.10617733733141957,0.07339959746657483,0.760588030648671,0.10236365295170448,0.07329455647601282,0.7846852116593109,570389.4656044442,200440.94958721817
sclust,0.05654621755573624,0.041026190060513695,0.8914334105991557,0.13846725032756937,0.10334464136190773,0.6759289836643042,0.16037179062892223,0.1316326674385493,0.35535718516008225,0.13189380006979348,0.10464338852537176,0.4169221640980786,0.11584469942484803,0.08333140528909862,0.5674462211762761,0.10756405097212457,0.07758254448192814,0.6125012042179883,288314.6112182965,126889.53226999196
sregular,0.07903844898100383,0.06247122692029139,0.897663016596406,0.08855354731505807,0.06759424774822567,0.9018310521027258,0.18007060476039702,0.1458676705222488,0.31452763840685866,0.1493677612581704,0.12157397131865755,0.5681770726595596,0.07759384688904791,0.06177007627160268,0.911394867256252,0.07691916450138504,0.061794907023395296,0.9149114251757952,225843.26689187696,170526.96915877782
wregular,0.07942503691843043,0.0618047625060662,0.9028738828029607,0.10218283091756634,0.07324871345246672,0.8169075206338364,0.15222369855873616,0.1196317399000822,0.5499735609241841,0.13128786518482805,0.0994301681264115,0.6865557636338973,0.0780271721641857,0.059820855449039034,0.9065036205580062,0.0778306478526857,0.06061943573840693,0.9038442225375882,193876.33169667426,119414.8275918416
random,0.09563221083316961,0.07414704495198406,0.8229043993462055,0.0999598135270996,0.07279902972760992,0.8588891151584515,0.24193693825446225,0.20263709005606673,0.022294021325216254,0.1497411430196182,0.1205260532226103,0.5147290414695984,0.09484218340066483,0.07271520642961685,0.8265447557297371,0.09590214417604008,0.07318132796527196,0.8143325607033666,324159.4842584953,170362.32158877046
wclust,0.09087093943675761,0.06774737791806767,0.8853192169925828,0.09395581139300148,0.07102510247896986,0.852156490841284,0.2067658007575362,0.164313823382395,0.2138230562432523,0.1872550903984468,0.14101112591363332,0.31717926470865665,0.12225222322834894,0.0861169455227473,0.7606476924840572,0.12157837267113668,0.08629257067450942,0.7586565988494617,218559.93075132513,149216.2731157156
sclust,0.07752112341065265,0.0556141717655305,0.8941711702683306,0.15654895673218303,0.10840533709805823,0.6115380719029672,0.1563757394737574,0.12828863324574816,0.4273205833364016,0.1617925331918889,0.12810317290144974,0.36886279690557333,0.12568729928136657,0.09546542699386987,0.6565810030325573,0.12222379921501464,0.09134627942224344,0.6820168513657292,121893.73108988066,98138.33459273052
sregular,0.08911769300416984,0.07002793100916414,0.8829519438272984,0.08790694365607331,0.06489883636231948,0.8799768223687843,0.19973220144722023,0.16279935229282594,0.312234889592748,0.13755371634167074,0.10342569195703533,0.6960873110246562,0.0867177590319943,0.06767672376259055,0.8888562186509251,0.08704191719983906,0.06888716769273157,0.8847731675458036,275713.2252729137,133792.12332848835
wregular,0.09401966659160829,0.0705055528242307,0.8606163578742213,0.0956212766986314,0.07178013725818701,0.8459659797665492,0.15863012467681645,0.12808807045938322,0.530313073114128,0.15603898557297222,0.12322771798260039,0.5401135724486891,0.09079219015922992,0.06987142969195194,0.8775948227377951,0.09317368402723473,0.07074263710833409,0.8709412049914399,190252.8708891167,162994.81206885492
random,0.09378418736254956,0.07194222284875461,0.8767999172053749,0.09018129148022647,0.06823862368660431,0.8737682148889425,0.1973629768498184,0.149174670198533,0.3656436068550791,0.15882610349004747,0.12469164472924855,0.6175575490232607,0.09183274927896659,0.07026796146740517,0.8855397938593307,0.09071816162024167,0.07175269455609803,0.8898084142197438,224039.515423156,179181.72936878388
wclust,0.07967222951228761,0.05920155852679164,0.9027788672406404,0.09904940377038822,0.07384099745438237,0.8201999319547483,0.18323096289363602,0.1456927824135311,0.385497713339843,0.1263067935725199,0.09839837838848742,0.7337820526605978,0.09796012173948143,0.0694345541919209,0.844039761233776,0.09743710774148491,0.07041550873696184,0.8456422969846137,275041.2051630444,96952.73321316624
sclust,0.07178529492750407,0.05311252849218494,0.892626783635598,0.18305630073235132,0.12277145562931281,0.5110783547318274,0.11633388353068265,0.094396715890353,0.7080679337220481,0.11469636707386704,0.09188956788774454,0.7103903697614553,0.09537616842189414,0.07131618445544485,0.7989968381265017,0.09400619425992511,0.06922181235052423,0.8049132159379542,114660.33526136038,107758.45878165826
sregular,0.09518626086001991,0.07637707520436551,0.8754918610064875,0.0814324261545567,0.06089412155936247,0.8948762052900837,0.15666669462822064,0.12922072138270121,0.5832159003983581,0.11687584258478868,0.0946917623514319,0.803004162598927,0.09581394766018538,0.07714977550925745,0.8723885787558678,0.0976826396295044,0.07770734911502832,0.8654444843271455,207972.18148122597,80331.56890556251
wregular,0.0967889144385216,0.0682738665807616,0.8174563281394296,0.09930700841569055,0.07675160867405686,0.8856030933360871,0.1896624204303489,0.15721473392334326,0.23017777112911417,0.12214675054998803,0.09442251639034888,0.6772048177356974,0.09688769443091434,0.0687003313114848,0.8170854511202453,0.09419298553962811,0.06877330979696078,0.8270597168938764,544813.5255111369,106296.91105017833
random,0.086835030574871,0.06686152817238122,0.8523077139561493,0.10268712217206198,0.07568496897937878,0.8459859565997311,0.15549230696983302,0.12677401188155016,0.46039264316729933,0.14144587135597989,0.1157127865866758,0.553738301419393,0.09062021879156851,0.07192249688021218,0.8413787934413139,0.08882095079744493,0.06861068023365612,0.8483672528049363,207591.09440975188,173088.68950342122
wclust,0.0877185061188484,0.06129636099896394,0.8177667082138539,0.11766992811193017,0.08538763009860238,0.7964892031411711,0.17568305289185474,0.14537716675058007,0.25397041401308024,0.19297283880236837,0.16079947823963436,0.14223149361163512,0.10886082518290043,0.07562946132119124,0.7000679468945282,0.1099710454420346,0.07675079858940405,0.6952988279398035,243552.09918597288,281037.6970404138
sclust,0.06588249730642391,0.044430759381701546,0.8980216676326159,0.12222341179184723,0.09000038633888727,0.7551354765188361,0.26072992398848577,0.2217942813972632,0.0043929266500443865,0.11367977986593877,0.09147401343284794,0.6943518650420863,0.11356952788073485,0.07933773572882016,0.6651150195207345,0.09151585363683475,0.06461894813917579,0.794516489744336,375448.34677969787,70513.3733042261
sregular,0.08638750218521347,0.06530085839388272,0.8697083909136885,0.0947183188021512,0.07114154322310753,0.8776071802824031,0.15998724140963744,0.12064976746936638,0.43439530908489293,0.14690472190754347,0.10965829641139756,0.5404461134954466,0.08958129860864242,0.06791988177369038,0.8627191376466555,0.09044497575103462,0.06762364312604069,0.8570293892775427,182032.82711598376,132083.17602181883
wregular,0.09157030959464513,0.07200221993643606,0.8692864078560805,0.0881920011909525,0.06818597304428962,0.8859823211789761,0.16066656947443275,0.13041723914936282,0.49792130319456746,0.1519741959797145,0.12073818017856457,0.5518610572589128,0.09441821353057286,0.07169646468008961,0.8587583978057423,0.09205144779585749,0.0725750983977094,0.8682996553419278,203376.60169323697,156267.89484007016
random,0.08391604126511051,0.06280618291829713,0.8905254344513153,0.10484592336389599,0.07463118112045879,0.8287229534460056,0.18755232966252772,0.1507506784991951,0.40902989692810027,0.16835342194355032,0.13220942205775837,0.5227368757138255,0.08496365502439374,0.06265120839204329,0.8870835874320406,0.08256421814034852,0.06174902788404996,0.8935831908503433,220634.44772952396,174099.76053806322
wclust,0.07523074663847075,0.057852589151624896,0.8929270214797256,0.13072964070938306,0.09410918373776049,0.7391308285642001,0.1953973062160024,0.16555864418747523,0.1948338817233157,0.14959203363090343,0.1210409542384604,0.48418635211563443,0.09634193459089536,0.07253188424948138,0.8065328058599348,0.09879861356304447,0.07369532998903035,0.796743083287074,842750.8940817347,116748.88783580674
sclust,0.08212869836289438,0.062018857467627794,0.9034079881880903,0.10582623040298199,0.08380635077113027,0.8433430438835108,0.1901171656255138,0.15818120569641392,0.2781115413139013,0.17802705969770843,0.14453716430431232,0.3828225217529022,0.1509631988612662,0.1132416271158556,0.5702920459064695,0.14167979999899005,0.1072616059798499,0.6341435987200676,109474.23009029921,84455.67958387268
sregular,0.08521138189749072,0.06764428968569546,0.8619146253676027,0.10282917585658573,0.0770276563428648,0.8530856139957265,0.1429778045477329,0.11539073397936644,0.5687501565248269,0.12163702595471923,0.09521876707422212,0.6943537440180052,0.08707199204137965,0.0693704559446786,0.8519990119276867,0.08810159151558333,0.07060703838548876,0.8501044040931406,200593.2632482948,105209.88775156249
wregular,0.09279834351037343,0.06889658781212755,0.8311516017498156,0.0959333862074692,0.0708222030716721,0.8671575448927042,0.19405509777872362,0.16669473056258632,0.2264286301764012,0.12416707458975347,0.09769100510915431,0.6553008382272196,0.0979192958470499,0.07199128110510918,0.8041804789189813,0.09443821611628529,0.07121190464316712,0.8246579603769627,329359.4614266176,112817.6842826944
random,0.09508280420526925,0.0697996998641578,0.8541376442267644,0.09276809431100837,0.06938401720745495,0.885196677697052,0.19098561649382162,0.1525383274401662,0.32016940232742513,0.18745231128877657,0.14752283001198743,0.2982313916468273,0.09821447795428141,0.07266963284519502,0.842345122903621,0.09962121956928043,0.07501794876817615,0.8383154750729054,256734.84486867595,189642.48627479875
wclust,0.09041597956272415,0.06716996330540821,0.9049351420777673,0.08546097416789666,0.0676770507943607,0.8897958548726499,0.25194035234605594,0.20750667584127067,0.13878112957392144,0.2642892304129401,0.2287377347034637,0.10591496069545764,0.12942179712382704,0.09559779903882455,0.7718003451574826,0.12683735893461182,0.09537996285830488,0.781111318479986,203022.5405996289,257787.24063070188
sclust,0.08490543073120072,0.05909666162359528,0.9094675760478818,0.14111896061416893,0.10886767863061554,0.7017545761246764,0.20612150013341266,0.17179879730912856,0.47293493089871064,0.18989591140934342,0.15189668029168002,0.5392181095412331,0.15386541704923293,0.10701244437311465,0.6858610417061298,0.15203298581888927,0.10413865369143585,0.6931271787931357,189266.816716474,114292.45237542213
sregular,0.10032278643660834,0.07376909873487848,0.8338657414179483,0.08936422469392417,0.06679231108932389,0.8904402353368536,0.15590021536328977,0.12816570696583351,0.47299181166087156,0.14228815959790486,0.1133609749022078,0.5630693494845933,0.09840738399681453,0.07108320254380293,0.8345164152141568,0.09956587268464183,0.07263763378806916,0.8329681809860544,208777.7890174278,157030.44410940885
wregular,0.09237505626872819,0.07035426618788304,0.7939905902852037,0.10692511669332641,0.07945925370097169,0.8491497124624919,0.12830978320919809,0.10525519653032274,0.5847354209605793,0.11309737325446649,0.09089003338492646,0.6917879815832281,0.09460271481573554,0.07358236057456373,0.7839002713562768,0.09340415258814673,0.07146433144019725,0.783790571913436,198329.90309461884,118925.81969926505
random,0.1000889327353242,0.07343931325261946,0.8606796403279522,0.0838394276878621,0.06438074333974525,0.901836383796323,0.1815586333797676,0.1348626384088661,0.41705617521215843,0.14941052112907863,0.11684158079193128,0.6381483713297305,0.10173116010467724,0.07354042711688516,0.853935510023039,0.09903358267477387,0.07321987435662963,0.8628728203023842,209030.590527823,144629.46013045352
wclust,0.09777203241625716,0.07084033686476449,0.859092149796048,0.11354755308164409,0.08423038621410689,0.7633962324128619,0.1637042540400431,0.13512970586948098,0.5719961946002629,0.15259763750031963,0.1249284351829067,0.6440852037961361,0.12694682066631519,0.09860745665406188,0.7613711577192872,0.12350342158020816,0.09500019634092847,0.7778523256104715,168421.2400417082,115645.08216680684
sclust,0.0840629337321182,0.059025894703843326,0.8996848880565949,0.10320843676170492,0.08110715606220763,0.8271333226214332,0.25728703172971634,0.21664818586173776,0.04483484561386282,0.19208855263956565,0.14366457600275365,0.3462161469220627,0.1494135488746456,0.10460863046497726,0.6380600788361886,0.13793669890342877,0.09450894088115855,0.7044300507372795,321709.09536381596,108640.10974214936
sregular,0.09349984723703957,0.07351125625543842,0.8666334141706838,0.08721924449110123,0.06572726523014792,0.8856524719692762,0.1797407616017794,0.1467961377032885,0.3647531996996495,0.13053054454610882,0.1050849293262915,0.6788652920926179,0.09444605805346275,0.07381064742184709,0.8557693539377137,0.09298178422568634,0.07343463595581164,0.864079930945822,246310.5628512298,123288.22579728386
wregular,0.09908587659961747,0.07345852628234292,0.8431436883298973,0.08208666748971667,0.06339004393047154,0.9066459150799312,0.1720087190805728,0.13907780741286402,0.3998976858186052,0.15349844224942405,0.11975043777591776,0.5506802197450654,0.10083787281350229,0.07281961078069339,0.8346699054978969,0.10055070786794017,0.07527326839035178,0.8385935578394935,204819.05186132572,147441.29787453805
random,0.09358230932994424,0.06921832402226824,0.7787700117259828,0.10600758237341448,0.07912150641232803,0.865151898677711,0.18372752061539374,0.1511812181228896,0.234690167626895,0.12577477702979015,0.09681663219911357,0.570694191038837,0.09392070028985186,0.07009648176526029,0.7828490510848419,0.09119932239044001,0.06958444068009655,0.8006083235786793,316904.4265510632,109765.49960177617
wclust,0.08070807501169382,0.0643465604496658,0.8757454671982745,0.11642616226062384,0.08004578489186226,0.7637280720907847,0.2052158531243283,0.17488023741044376,0.2187776978573286,0.11889395038034326,0.0984432659626752,0.7213147651190047,0.09939460992471305,0.07941970593651873,0.807938991445159,0.09415459884714655,0.07594882653320267,0.8300977812181402,548575.5539166376,97961.84332834001
sclust,0.07774690992639992,0.05369147186235525,0.8720126808958149,0.11385711038065004,0.08741728672665473,0.784345316648979,0.19708518802944378,0.16365195892849316,0.17396308612564482,0.16078782406475375,0.12918993674653584,0.38911092541591386,0.13263391300990093,0.09525712054687863,0.5753831537473569,0.12672352717277682,0.09143104151900236,0.6185406340984456,216284.64023902404,113634.6791918067
sregular,0.0993512738870513,0.0750594204879428,0.8407389499206926,0.08577306171852403,0.06648527667477834,0.9118754699316648,0.1727615368083511,0.13457661930130174,0.39777813310912263,0.1542365147852141,0.11921487251090507,0.5263974618487378,0.10295544529354998,0.07712178764591615,0.8267819739317647,0.0980487203741411,0.07337917853700618,0.8418839402306346,202532.7608268344,150244.56325484975
wregular,0.09732623133619898,0.07727959243531944,0.8728618224571442,0.08123784250369223,0.061764264175896616,0.9149343939438535,0.17481069021477236,0.13833238636487183,0.4763952014351383,0.15145541596323214,0.1170864344036311,0.6366230739761596,0.09730628540091577,0.07727966865812613,0.8774457334482212,0.09764957356111216,0.07893695864886686,0.8810268702341278,177046.43795785194,101032.4875574321
random,0.10095229324732961,0.07476430797609113,0.8638565809698828,0.08342378716343117,0.06424555028442518,0.8878087256466234,0.17839647332068442,0.13566153267983813,0.5525273081739395,0.15912169552287425,0.11732045972102789,0.66699109109732,0.09288565507548939,0.07131814295076996,0.8899725777753026,0.09468737961999148,0.07206424896603915,0.8834161172041786,212808.73456478308,160103.77075299033
wclust,0.08477608075054235,0.05556938763688629,0.8438825836832804,0.13266213350370276,0.09603917664708446,0.7566785087703408,0.22679809698928746,0.18272502192274356,0.0033756869253424955,0.22109482051621007,0.17414528020946307,0.0014150800936712153,0.12139546918702201,0.07926893469853327,0.6180341016827827,0.12108707241103649,0.07824508873160306,0.6193567563002491,471534.86385915306,699215.5029297452
sclust,0.07321640199538719,0.05045015143414338,0.8868244405846883,0.12074351994511406,0.08969049980386966,0.7793961615856723,0.2592429225704278,0.20717936190294725,0.08529722353773513,0.16910929721481663,0.13815967429272832,0.34510239734117754,0.12632545792475006,0.09108163160386185,0.6308436657699548,0.1229855217187834,0.08954721882522106,0.6512106728979815,359862.8244306548,94387.00087040107
sregular,0.09701074692989811,0.07650068880114705,0.8539593577030652,0.0885873891188196,0.06796042847283298,0.9072135231636258,0.1536468262445216,0.11853211433315029,0.5267831693345341,0.145222707141842,0.11128038275855284,0.583591686813225,0.09667063070921132,0.07409935518085957,0.8546683400986173,0.09457091397601906,0.07167560346180572,0.869498125403029,168332.8415090984,128255.66286827881
wregular,0.0922358641065613,0.06859338982003155,0.8408591243625656,0.09762791009301167,0.07310660584456992,0.868508250806197,0.19193207853325472,0.1589038476930925,0.21377331444785208,0.11923006989809666,0.08723729014994971,0.7129769546713449,0.0938561116490045,0.06999901974651498,0.832495428193856,0.0957981481197194,0.07177546001339852,0.8257769126932162,294773.0585976639,90993.88109941823
random,0.10026888428867482,0.0725550831432827,0.8365873158696472,0.09259897543206196,0.07069161691724997,0.8670995699780856,0.15066822528400836,0.11498910594470177,0.60759596807894245,0.13896053310723425,0.10282208853601169,0.6598874209744393,0.10112459783734518,0.07330519366041448,0.8322181559888987,0.10477452068211829,0.07757360701314482,0.8199816489947506,219176.5243494412,149124.16221147115
wclust,0.07652848616264518,0.058864714098374044,0.8803509875252302,0.17004158396199562,0.11313789052096178,0.5763431178800102,0.15828457618253036,0.13324443168950575,0.4079125331444185,0.15679667082101256,0.13158128118023277,0.4199913293347728,0.09739135980321739,0.07766086542072395,0.7986317426784932,0.10033885799055334,0.07981117409395676,0.7761808152341383,150623.07922578187,149556.3520015429
sclust,0.06605407240420202,0.04074493708095825,0.8688844479975472,0.14235573395725462,0.1067760894965269,0.7254874953034179,0.25346672269913556,0.21934888367123281,6.129358633948456e-7,0.178777039539487,0.1299706592286161,0.16797459466816178,0.12938692348303732,0.08543195491288479,0.4848859821464912,0.11663107642171114,0.07822189325537222,0.5737751127781402,567843.4893392449,119652.82774816066
sregular,0.1036450220932026,0.07960724105197936,0.8630221959488829,0.0779007452856199,0.05996316440764241,0.910504006199531,0.1757370890380078,0.142381779883417,0.5038344406739618,0.15453221468978112,0.12185216464189191,0.6302975260068716,0.10209456917250026,0.07747294121026993,0.8685324408605399,0.10029634835434732,0.07668000582603117,0.8712873248917679,191053.54420594452,137079.8986988723
wregular,0.09801285367463543,0.07799688705785493,0.861621847044049,0.08414020837270458,0.064833973786406,0.8914526687169937,0.19211146639076943,0.1554212847038546,0.3580072494983417,0.18325839683796077,0.14594860570885393,0.42031185519587283,0.09447788328050684,0.07625175874381243,0.8750764255684144,0.09567533104962327,0.07700414707768886,0.8692705203495789,268160.5604978941,190751.7861274221
random,0.09026289853754542,0.06092323413712727,0.8383473754695665,0.0996573186672616,0.07439280605080316,0.8380822508043614,0.2083742001836813,0.16648521015879603,0.1525050569987927,0.12162142850230787,0.09071641204957424,0.6909816219956644,0.09426283966430506,0.06376414998417254,0.8224542289648262,0.09108346299889336,0.062319163764599554,0.8364501186022002,680420.3338759043,126527.34555814488
wclust,0.09157971161523457,0.0698045603911082,0.848362131472216,0.10720678063606764,0.08219156576760749,0.881685236070207,0.19209905397996319,0.15892487322283289,0.14295170218167041,0.17235654701582012,0.12856059305916231,0.3121643883083187,0.11161632616817678,0.0839241316382587,0.7578412923556057,0.10743798904174948,0.08021939323822656,0.7817138279914929,233173.0836820778,113368.82738671091
sclust,0.07541695616719415,0.05180114039848287,0.8985969290139725,0.12574302133222012,0.09249503791065088,0.7414224985414615,0.22978380510246538,0.1710357602946861,0.008110930572292915,0.22306852037572927,0.16381911598689292,2.1902592610629901e-4,0.1425884847227894,0.09638196524331008,0.5281166498343114,0.14592425698531783,0.09870160791716305,0.5032687554738347,233774.28675184766,168697.2921765691
sregular,0.09443175819569632,0.06883860874666929,0.8490751939565103,0.09261961752880024,0.0700825588515917,0.8712699582817144,0.20011983593577823,0.165104176390658,0.3310597342644637,0.14292998923733677,0.11806815641513208,0.6027525437970015,0.09512171697157401,0.0702266868720637,0.845262693666314,0.09261375979178606,0.06917924683872007,0.8581760312717732,289809.14069022343,179076.72199472378
wregular,0.09233870934067943,0.07040208496487002,0.8198495007600736,0.0902043498180723,0.06924220976991961,0.8982522563805592,0.14530421205442476,0.11879369290713661,0.525714910793539,0.1248245214339792,0.0988373032248507,0.671429449834681,0.09485014950350788,0.0735101635552165,0.808691298970113,0.09486547977594974,0.0722963453640139,0.8081512349033861,192262.291281622,134200.32626172728
random,0.09776260926699622,0.07221638247555744,0.8191462569602541,0.09970991906555768,0.07383233556798875,0.8507221475162,0.15769238235281352,0.12413425224037841,0.48166677622709475,0.13039386693072252,0.09678321516623721,0.6493342876065792,0.10031524566422843,0.07375739353898914,0.811329358144217,0.10072301454591871,0.07498124881155789,0.8085827963039953,236891.3322372517,88990.88987930115
wclust,0.08601025890742778,0.0600748827464382,0.8233964974359925,0.12144986314810727,0.09286695350423525,0.7830082404869944,0.13059604739285544,0.10391881515940031,0.5122902548836413,0.1507183878808874,0.1200425429996103,0.34442751760920576,0.10634240920235663,0.07666952452238648,0.6994146866864377,0.11344656849829954,0.08142520487770437,0.6579104702924249,86017.35700199527,140662.90852369188
sclust,0.0625566817316016,0.04249958846411976,0.9209027103186581,0.1310512915346844,0.09830086197917584,0.7208787655043112,0.3162722747711093,0.21334272780896474,0.11706446479505164,0.12323229942318845,0.09395840605281602,0.7160532861725071,0.19413492984236755,0.11339315927716284,0.28516902370171265,0.09825862089185655,0.06942708981306757,0.8145782048174851,210011.66115087186,92801.6886964764
sregular,0.09331884392871058,0.0692162491999522,0.857105648540635,0.08274539730079992,0.0639636281658002,0.8992650137126174,0.1568857584361853,0.11968987295481534,0.5204641430202962,0.13871340802929405,0.10698676248960559,0.6378981261747445,0.09393702759370313,0.07012079758643981,0.8563523044405565,0.09478069775416519,0.07001932163653272,0.851032739354746,185947.4906193863,138200.39195928228
wregular,0.09080686407451463,0.06882862611138571,0.8434485325027514,0.11367246800745777,0.07817000884712595,0.7799394293048709,0.18251201213099252,0.144621972503153,0.39637358837344105,0.10612866313981734,0.08542207371982434,0.7780650261562739,0.09452474485452479,0.07393357173676293,0.8304359536486106,0.09433076682241137,0.0722996543302511,0.8271388932173346,293393.5998512353,67356.69555736899
random,0.1015241169113511,0.07348962342968211,0.8237345559485592,0.09208616892515423,0.07039759869353929,0.8763163229028662,0.18055788882428328,0.14852141780440695,0.3057276876896082,0.1706274610309281,0.14017436638210282,0.3853018266219699,0.10008370719789542,0.07237802708567741,0.8303644930448444,0.09822636599419028,0.07192916131931357,0.845208532677067,261860.33893301812,208125.76545485196
wclust,0.08786125544711625,0.07017992166480048,0.893674272440557,0.09457801433627094,0.07472199462993057,0.8846756147962325,0.18501201932977632,0.15252044612149399,0.33645701746295437,0.159420970265253,0.13169035379583635,0.5533908644971821,0.10627996053043373,0.08472493177442501,0.825504633811383,0.10186330515420038,0.08275603665923077,0.8503019253319748,140270.16784009553,87752.0593981083
sclust,0.07934771395349885,0.05430624019365524,0.8901712369692132,0.13425587514537463,0.10378083456353523,0.7074284172620423,0.2760206460449434,0.22700119629414442,0.03231677608845341,0.17157696501326675,0.13737980035956485,0.43915687451999663,0.15818432311842814,0.1118700402025343,0.48552971620260915,0.14362396377697914,0.10192592308524685,0.5939991258580991,234669.10683439733,112636.6302734533
sregular,0.0941949402119408,0.0691271956643878,0.8744093660628759,0.08530024763817876,0.06347094115461195,0.8864025056149264,0.20221201199285496,0.16212842730219854,0.27865633235900045,0.13942379416619877,0.10257131409918391,0.6872223280899782,0.09436754194459936,0.06893092405913835,0.8724001421478691,0.09446986042110347,0.068956822845572,0.8687398509769657,265744.7181204649,118462.03776066958
wregular,0.09760706962158781,0.07540805924000055,0.8569421137206236,0.08219117793393878,0.06469508501113978,0.905602543664175,0.21898485883469587,0.179925623092965,0.1575136015923186,0.15766112805970475,0.12042546362206276,0.5431875327259026,0.09642509782273406,0.07479251109983188,0.8587134788544843,0.09863875187093536,0.07798210338702086,0.8526041265310558,276292.9953573214,153563.1062955873
random,0.08563848569342548,0.060889703741706915,0.8512662435595295,0.10205209382636236,0.07518271925921675,0.8550890657597474,0.19594750764923302,0.16056932435135046,0.20064292607825918,0.1465201200308768,0.11151783767607064,0.48060042287260996,0.0889880317139232,0.06466551852262266,0.8354696760937536,0.08789457958645887,0.06284518001853179,0.8409742619942008,335101.3916263007,154968.37112018125
wclust,0.09328481301942265,0.0693118549510402,0.8010304772126093,0.11394305760788398,0.08482590638137279,0.8220272385119027,0.152739930719234,0.1217645111400572,0.40448862087131193,0.15501851066617423,0.1256112143044919,0.38599033424558893,0.12869060996719764,0.09588662951842572,0.578384701493381,0.12286994583598158,0.0925437219514201,0.6181159612248375,158994.07545827687,137533.38032202818
sclust,0.06337695938642411,0.046763926973533806,0.9483453588193388,0.13969674306777294,0.10057150542960111,0.6385648430850001,0.2110631360293068,0.17390216475747525,0.5051140920010037,0.14169734959655636,0.10926870562670442,0.7356576489024501,0.12287693935771678,0.08984178272219374,0.8036977041879774,0.11465354873210573,0.0825056752583074,0.8271960401508864,273358.5806515483,99766.48498940968
sregular,0.09715654498298339,0.07725966723906724,0.8393611144597214,0.08516101142305926,0.06617541315098079,0.9091174517727878,0.15866063520782508,0.1267987448837395,0.5039398078704121,0.1346861864149483,0.10860855452684991,0.6642531959105225,0.09884944094635842,0.07763694732687326,0.8344286259239783,0.1003945309551717,0.07799323992256817,0.8327285576172977,211994.17964197695,142878.87673493603
wregular,0.09528380417988715,0.07018465047966539,0.8315379182278081,0.09957523960758757,0.07639989029514335,0.8762904314709422,0.16694706900566322,0.13316280855842072,0.37941701328183514,0.1524518783597304,0.12121796553907133,0.4934296148273071,0.10306201002286966,0.07674222655580552,0.7998978814971084,0.10196617872032064,0.07689655974559073,0.8005140141727257,197367.62676444172,142215.88795766182
