"range","nsample","dsample","RMSE_LOO","MAE_LOO","R2_LOO","RMSE_bLOO","MAE_bLOO","R2_bLOO","RMSE_NDMinter","MAE_NDMinter","R2_NDMinter","RMSE_NDMextra","MAE_NDMextra","R2_NDMextra","RMSE_inter","MAE_inter","R2_inter","RMSE_extra","MAE_extra","R2_extra"
40,100,"sregular",2.44785918256514,1.9135634183082,0.377719505446609,3.56506962555687,2.57168710898565,0.118360870254097,2.46527654749242,1.92303057283339,0.358649104923799,3.54036854236423,2.57384867964735,0.129088699503795,2.7579090001262,2.11478977621032,0.467584094512092,3.06634374622865,2.42731203915631,0.00157776197752211
40,200,"sregular",2.35497250819445,1.8353939932454,0.610471613384503,3.9799294589973,2.86579777537162,0.041105808807795,2.39712843187847,1.86187667474391,0.588633832256965,3.96782455902208,2.85636966930983,0.0338480988919282,2.17928767406412,1.68960165104261,0.657285864927728,2.89173217948831,2.27975087078391,0.0513983498015647
40,300,"sregular",2.16084494251683,1.68474236550939,0.640468762131369,3.95669456625527,2.84698923785633,0.0572197972369257,2.13182543304659,1.66717658320317,0.652798663185732,3.90376145623361,2.82544659587806,0.0507469027911077,2.09655218444907,1.62987566030543,0.707688974300516,2.84525220042737,2.25463987424266,0.063992126307925
40,100,"wregular",2.78296009541897,2.19520762990479,0.45068176241842,4.01786869604794,2.96969594046075,0.0216200522138297,2.78127206950721,2.21328040278019,0.444486214845557,3.96707851135129,2.94974709698525,0.0116360608678146,2.44701045138818,1.88158750395871,0.559783615305816,2.89563320408211,2.2923791055441,0.0404410247447317
40,200,"wregular",2.47578115941737,1.95205739822611,0.579171488057259,4.23785426895442,3.05055937600902,0.0536282511309277,2.49456891038039,1.95190329091722,0.573748577953303,4.25103872900516,3.04333501794196,0.0602144721391627,2.21370543565144,1.71132506067676,0.637534256912489,3.00326860878969,2.34473959980019,0.035487864294954
40,300,"wregular",2.32937437199885,1.86010565275357,0.600506835924207,4.00848165256746,3.00666218849738,0.0387700582290103,2.34454617506072,1.88022115224481,0.592733084661523,4.00864793450452,3.0054165674419,0.0429906964953288,2.10637031847226,1.63236877847074,0.687314641781563,2.77509959127645,2.19677410442744,0.0832538878240003
40,100,"random",2.41308657738741,2.01817909187705,0.678724662812529,4.69858813893371,3.41996323186666,0.0872253207198482,2.41949232246228,2.00524866037695,0.686134139754659,4.65729413067353,3.40879094956323,0.0835626601625292,2.53253026369289,1.93813635395105,0.506007939642658,2.98135940043089,2.3469432435945,0.0306817599929078
40,200,"random",2.62595764478784,1.94846964668294,0.411951562219245,3.92265837441934,2.84170318712311,0.0904469854370352,2.73637378799263,1.99714359459961,0.345150683752447,3.94388601813826,2.8415667603692,0.086226489991336,2.40938316602293,1.86908826818766,0.601322141787803,3.00323466790132,2.36645329184322,0.0194772084390854
40,300,"random",2.21179175616231,1.69422005215862,0.576685748918679,3.5285739156305,2.54961923673355,0.00145517507914285,2.22990150804557,1.70228709535218,0.570089571396209,3.53642091180595,2.55834813924234,0.00163797833082026,2.27753612681627,1.73698321149587,0.615724464315626,2.86644957829594,2.2625035095523,0.0477940684991279
40,100,"wclust",1.92864055824438,1.51682542943643,0.722190146089199,4.29717668562519,3.18495140542598,0.0869954487468541,2.62064498055332,1.99472217790432,0.470890814457627,4.22255520296613,3.14970197722262,0.0554094902727831,2.77070217999458,2.12401549184217,0.39135411295726,3.10049822281754,2.43292990513228,0.0223100656657605
40,200,"wclust",1.82290112616289,1.41331081503753,0.750955242773887,3.87429377563393,2.70143013600185,0.118929055965131,2.79823606500521,2.12908224137121,0.323766094017122,3.88770741678215,2.70785730795904,0.116854199017154,2.49696737019894,1.94420617241855,0.525381644568645,2.83749006499158,2.23142732641299,0.0667669345976124
40,300,"wclust",1.64414508450144,1.2323876991747,0.731834993504002,3.3637049468389,2.57758384718895,2.3022715477597e-05,2.27453894885968,1.7197197233387,0.488808821193182,3.37874522673562,2.61140783667307,0.000510608103390799,2.63477981059362,1.96931333838767,0.462975276344456,2.8723833274384,2.26962246505305,0.0449875981615861
40,100,"sclust",1.79353796117092,1.33352467970126,0.495764684197325,2.68464915350037,2.09735475301316,0.00228520182772853,2.52419137794372,1.96077632556535,0.0373932188138205,2.68381592741295,2.12784996420363,0.00223506537983524,3.28202319338445,2.48288913304238,0.144330655818735,2.83815754030055,2.21268179433761,0.0352548198354905
40,200,"sclust",1.45383421445503,1.09248328570986,0.762742010656141,3.65023560756849,3.07728270490641,0.132062791330467,2.85052637923207,2.21553137643742,0.0639747976900946,3.71599336567407,3.13033354998886,0.156148483504242,2.94915471072909,2.24516385375615,0.313606861712565,2.93666835713615,2.35993524439809,0.00681802352454517
40,300,"sclust",1.46187995074739,1.07675579563242,0.79550759123293,3.89931979247615,3.32548486382286,0.286692605052313,3.00670972421694,2.42735698001232,0.114562762153364,3.91253497732585,3.33816116481935,0.283680765869342,3.5448832281659,2.58485551266646,0.130576327466506,2.77741396267459,2.2071599438777,0.0581222163740381
40,100,"sregular",2.78263225205184,2.25058869892921,0.177889834947082,3.33520497041522,2.78210009226248,0.0126052043403648,2.71853672702828,2.20358719992265,0.219878795377183,3.37666609307108,2.79271510404755,0.0167432909588863,2.67373442341498,2.08075267688936,0.359059040190173,3.52533777223271,2.73520148233596,0.00685905497289468
