"range","nsample","dsample","RMSE_LOO","MAE_LOO","R2_LOO","RMSE_bLOO","MAE_bLOO","R2_bLOO","RMSE_NDMinter","MAE_NDMinter","R2_NDMinter","RMSE_NDMextra","MAE_NDMextra","R2_NDMextra","RMSE_inter","MAE_inter","R2_inter","RMSE_extra","MAE_extra","R2_extra"
10,100,"sregular",2.87956820544865,2.17160529873291,0.0982207863822523,2.92678845626748,2.20775664319438,0.0673960301030737,2.85796649051864,2.13764385919609,0.115345538371145,2.91499370767632,2.20799930019931,0.0746028397563117,3.20702410524433,2.47616747704821,0.149342293293351,3.30313855238521,2.55961975852434,0.0738084283944029
10,200,"sregular",2.98640047881178,2.32173430060649,0.144029684590058,2.99430088444471,2.32972592706573,0.138556998939595,2.9825415521914,2.30420195055657,0.145024667697839,2.9587048188676,2.31539758676773,0.16186118288185,2.91736278347013,2.26045372354941,0.325090777221149,3.05852790798771,2.37121916658317,0.222219131114882
10,300,"sregular",2.66678862369943,2.103981141276,0.225182462085279,2.65968545868806,2.10704512029111,0.230181935250494,2.67370264425423,2.12600358034498,0.219769567771815,2.65999291023245,2.09854443533275,0.231743929694848,2.91570200540684,2.23820965158987,0.338061100152731,3.08748588157029,2.39047214982903,0.208574652994512
10,100,"wregular",3.2574955262666,2.63799837384613,0.236781383066785,3.33167061861695,2.62925524801931,0.192568291636604,3.25525296106899,2.60894517861788,0.237483309766021,3.35281664357976,2.64589707755371,0.180608904044395,2.928713926389,2.2573900515487,0.287297353749388,3.10086700753679,2.40079615915705,0.183194988994891
10,200,"wregular",3.04895762525805,2.36770514731648,0.260088105688522,3.16026012389678,2.46889763157361,0.18670849330257,3.03442443148785,2.36066578997277,0.274533219396301,3.16468790977582,2.48884402093909,0.183402129099933,2.87657972200556,2.22191316890195,0.343540316828943,3.06459187128937,2.36535692712928,0.214535955774653
10,300,"wregular",2.80125434177738,2.14077857500375,0.375159567446194,2.93916083508613,2.2470978455076,0.294556887390957,2.86412207364266,2.1883795867375,0.336471499121457,2.92805030226274,2.26630002586608,0.301899092231034,2.80214086464126,2.14955227771005,0.364362984214449,2.97582402350129,2.30253200089512,0.262537102791065
10,100,"random",3.22153064272752,2.50188568773929,0.256670374674314,3.20079736691613,2.53838274230003,0.284168731482209,3.16560286664705,2.46634442136939,0.285522060519717,3.30797268259301,2.58940786259886,0.213789020484543,2.98766378642532,2.31818302785078,0.263117344515941,3.14052500989168,2.43325222435501,0.160790910512979
10,200,"random",3.14147210915056,2.41202468583234,0.271192253660362,3.322476708065,2.57510336231894,0.169108366684793,3.19540959489443,2.44112318156292,0.238324138347022,3.29006135588349,2.5176153077949,0.188989171163689,3.01056259278344,2.32866004945667,0.239167095465905,3.16228085960386,2.44924252100283,0.147427352497745
10,300,"random",2.78127452648582,2.18535367422231,0.324566363855574,2.90611800601594,2.28838316856475,0.256433733262381,2.76824640221834,2.16383510778319,0.336597430007831,2.9213224815776,2.28831792630463,0.246688620218678,2.80871148559687,2.16293161100194,0.354926086736529,2.99800223777848,2.31577506403139,0.241232146453751
10,100,"wclust",2.83836550091643,2.05185782407221,0.43885214780734,3.15454596632038,2.4004321995152,0.309206355938872,3.00936269205451,2.24544186221552,0.377508504609159,3.1265830864438,2.39593018670581,0.325902067918872,3.06934143644806,2.37714460177707,0.236048786300954,3.13081481418084,2.43028765660289,0.183396230419833
